Id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
35,N/A,0.23479,0.310311,-1.7109919999999998,0.261718,-1.055431,0.295677,0.300647,0.7500760000000001,-0.9914620000000001
36,N/A,0.289748,0.207175,-0.007298000000000001,0.17234000000000002,-0.8062819999999999,0.069175,-0.24364499999999997,0.18880999999999998,-0.654918
37,N/A,-0.409007,0.17516800000000002,-0.256565,0.08296100000000001,1.4360600000000001,0.748682,0.917998,0.9995280000000001,0.9969
38,N/A,0.117022,0.235627,0.902912,0.17234000000000002,-1.055431,0.333428,1.972779,0.9371649999999999,-1.005614
39,N/A,0.250492,0.207175,-0.48127600000000004,0.261718,-0.847807,0.408929,0.23498400000000003,1.03071,-0.8503200000000001
40,N/A,0.171981,0.285416,0.684706,0.17234000000000002,1.0623360000000002,0.182426,1.9367830000000001,1.9349720000000001,1.0113299999999998
41,N/A,-0.330495,0.299642,-0.33363699999999996,0.08296100000000001,-0.723232,0.182426,0.536505,0.095265,-0.629
42,N/A,-0.338346,0.40989,0.129748,0.17234000000000002,0.231839,0.182426,-0.14163599999999998,0.40708,0.23060300000000003
43,N/A,0.258344,-0.12357,0.22830300000000003,0.08296100000000001,0.605563,0.824183,-0.28898,0.31353600000000004,0.203805
44,N/A,-0.134216,0.256965,0.38704099999999997,0.261718,-1.802878,-2.4601029999999997,-0.80442,-1.432627,-1.816756
45,N/A,-0.377602,0.349432,0.70613,-0.006417,-0.432558,-2.950858,0.475463,0.344717,-1.818468
46,N/A,0.383963,0.23206999999999997,1.248675,0.261718,0.522513,0.295677,-0.061159000000000005,-0.5283640000000001,0.418253
47,N/A,0.09346900000000001,0.23918299999999998,-0.021440999999999998,0.17234000000000002,2.141982,0.597681,-1.185583,-0.590727,1.675688
48,N/A,0.588093,-0.002652,-0.309259,0.261718,1.103861,0.52218,0.44789300000000004,-0.5283640000000001,0.813156
49,N/A,0.478177,0.029355000000000003,-0.247644,0.17234000000000002,0.190314,-2.799857,-0.010854,0.157628,-1.44864
50,N/A,0.022808000000000002,0.19295,0.837775,0.261718,0.8962370000000001,0.106925,0.170602,0.251173,0.88281
51,N/A,-0.26768600000000004,0.32453699999999996,-0.396177,-1.0789549999999999,-0.515608,0.220177,-0.48072600000000004,-0.060641999999999995,-0.46919700000000003
52,N/A,-0.322644,0.310311,0.28729299999999997,0.261718,0.10726500000000001,-0.195078,0.06572,-0.060641999999999995,0.338425
53,N/A,-0.03215,0.196506,-0.633748,0.261718,0.688613,0.295677,-0.244693,0.40708,0.579635
54,N/A,-0.28338800000000003,0.214288,-2.421913,0.17234000000000002,-1.1384809999999999,0.182426,-0.190815,0.781258,-1.009219
55,N/A,-0.17347100000000001,0.285416,-0.775121,0.17234000000000002,0.439463,-0.006326,-0.7526579999999999,-0.590727,0.535513
56,N/A,-0.314793,0.573485,1.670018,-0.185173,-0.01731,-1.2898399999999999,1.962159,2.402694,0.943254
57,N/A,-0.6523939999999999,0.5059130000000001,-1.24874,0.261718,-0.764757,-0.081827,-1.6064120000000002,-0.777816,-0.541323
58,N/A,-0.055704,0.207175,0.246982,0.261718,-0.681707,0.748682,-0.113232,-0.996086,-0.870091
59,N/A,0.171981,0.21784499999999998,1.738109,0.261718,0.397939,-0.119577,0.5146430000000001,-0.091823,0.570955
60,N/A,-0.20487600000000003,-3.210528,-3.4418370000000005,-3.045274,-1.013906,0.333428,2.338915,-2.461615,-0.9694969999999999
61,N/A,0.06991499999999999,0.24629600000000001,-3.018853,0.08296100000000001,-2.633375,-0.006326,0.570133,-2.8669740000000004,-2.268932
62,N/A,-0.03215,0.367214,-0.350585,0.17234000000000002,-0.14188399999999998,0.52218,-0.796867,-0.746634,-0.294879
63,N/A,-0.149918,-2.975805,-1.078156,0.08296100000000001,-0.889332,0.408929,0.284376,-0.37245700000000004,-0.891308
64,N/A,0.588093,0.015130000000000001,0.00225,0.261718,-0.681707,-0.044076,0.604634,0.126447,-0.480204
65,N/A,-0.22843000000000002,0.32453699999999996,-0.8691409999999999,0.261718,-0.9723809999999999,0.106925,-0.408171,0.095265,-0.8254379999999999
66,N/A,-2.426761,0.008017,-0.54498,-0.006417,-0.474083,0.446679,-0.204251,0.095265,-0.537646
67,N/A,-0.338346,0.584154,1.1438840000000001,0.797987,-1.8859279999999998,-1.2143389999999998,-1.777773,-2.2121630000000003,-1.005277
68,N/A,-0.354049,0.182281,0.210878,0.261718,0.564038,0.484429,-0.019785,-0.091823,0.352034
69,N/A,-0.008597,-2.044028,0.342613,0.351096,-0.723232,0.408929,1.4038110000000001,1.903791,-0.731951
70,N/A,0.588093,-0.002652,-0.309259,0.261718,0.688613,0.220177,1.009154,-0.029461,0.620213
71,N/A,0.321153,0.24273899999999998,0.045844,0.17234000000000002,0.439463,0.182426,-0.21576399999999998,0.064084,0.41627600000000003
72,N/A,-0.17347100000000001,0.285416,-0.775121,0.17234000000000002,-0.515608,-2.9131080000000003,0.975332,0.282354,-1.9872509999999999
73,N/A,0.077766,0.342319,-0.12859,0.261718,-0.598658,0.031425,0.42267299999999997,0.064084,-0.442025
74,N/A,0.014957,0.26407800000000003,0.374062,0.261718,-0.01731,0.371178,-0.419839,-0.559546,-0.096898
75,N/A,0.038511000000000004,0.19295,0.323367,0.261718,0.314889,0.484429,-0.789353,-0.590727,0.133391
76,N/A,0.580242,0.032912000000000004,-0.016668000000000002,0.261718,-0.01731,0.55993,0.414149,0.032902,-0.190012
77,N/A,-0.29123899999999997,0.306755,0.25599299999999997,0.17234000000000002,0.06573999999999999,0.673182,0.160138,-0.091823,-0.189301
78,N/A,-0.401156,0.466793,0.631147,0.261718,0.10726500000000001,-0.044076,-0.260963,0.8748020000000001,0.255762
79,N/A,-0.09496,0.228514,-0.658066,0.17234000000000002,-0.14188399999999998,0.446679,0.7055739999999999,0.095265,-0.262452
80,N/A,-0.275537,0.27474699999999996,-0.574878,0.261718,0.605563,0.748682,-0.103679,-0.154186,0.255365
81,N/A,-0.063555,0.285416,-1.278877,0.17234000000000002,-0.391033,-0.006326,0.8568399999999999,-0.060641999999999995,-0.23339899999999997
82,N/A,0.20338499999999998,0.086258,0.045008,0.17234000000000002,-0.01731,0.257927,0.548018,-0.247731,-0.039238999999999996
83,N/A,-0.338346,-0.358293,-0.113223,0.17234000000000002,-1.1800059999999999,-0.044076,-0.036521,-3.4906040000000003,-0.927485
84,N/A,-0.157769,0.32809299999999997,0.552225,0.261718,0.9792860000000001,-0.232828,-0.035182,0.18880999999999998,1.1737600000000001
85,N/A,-0.11851300000000001,0.189393,1.280303,0.261718,-0.14188399999999998,0.031425,-0.22372399999999998,-0.715453,-0.039781
86,N/A,-1.201976,0.6126050000000001,-0.518872,0.17234000000000002,-0.9723809999999999,0.069175,0.043625,0.344717,-0.807645
87,N/A,0.258344,0.445454,1.6435819999999999,0.08296100000000001,0.647088,0.6354310000000001,0.549902,-0.341275,0.366163
88,N/A,-0.29909,0.7192970000000001,-0.43481800000000004,0.17234000000000002,-0.723232,0.446679,0.256263,0.095265,-0.751179
89,N/A,0.289748,0.235627,-0.32379,0.17234000000000002,-0.266459,-0.081827,0.541262,0.18880999999999998,-0.076429
90,N/A,0.077766,0.342319,-0.12859,0.261718,-0.14188399999999998,0.446679,-0.484318,-0.247731,-0.250722
91,N/A,0.109171,0.317424,-1.6582970000000001,-0.9001979999999999,-1.1800059999999999,0.295677,-1.003156,-0.154186,-1.098065
92,N/A,-0.369751,0.278304,-0.659618,0.261718,-0.557133,-0.006326,-0.995138,-0.684271,-0.386571
93,N/A,0.014957,0.37788299999999997,-0.43222200000000005,0.261718,-1.013906,0.220177,-0.373398,0.375899,-0.917985
94,N/A,0.20338499999999998,0.310311,0.26950999999999997,0.261718,-0.432558,0.597681,1.124112,0.46944300000000005,-0.572533
95,N/A,0.28189699999999995,0.14671700000000001,-0.082938,0.261718,1.519109,0.182426,-0.714837,0.219991,1.393718
96,N/A,-0.456114,0.484575,0.14380199999999999,0.261718,-0.349509,0.408929,0.196444,-0.341275,-0.41224799999999995
97,N/A,0.258344,-0.12357,0.22830300000000003,0.08296100000000001,0.10726500000000001,0.333428,-0.9022540000000001,-0.5283640000000001,0.026389
98,N/A,-0.063555,0.349432,0.40571999999999997,0.17234000000000002,-0.391033,0.6354310000000001,-0.66923,-0.403638,-0.54776
99,N/A,-0.251983,-3.203415,1.9579259999999998,0.261718,1.0623360000000002,0.144676,0.7852939999999999,1.217798,1.010835
100,N/A,0.30545100000000003,-3.203415,-0.130828,0.17234000000000002,0.647088,0.106925,1.309044,0.62535,0.6688430000000001
101,N/A,-0.17347100000000001,0.644613,0.089437,-0.989576,-1.470679,-1.440842,-0.99603,0.18880999999999998,-0.4708
102,N/A,-0.3619,0.40989,-0.17194500000000001,0.261718,0.14879,0.55993,-0.403667,-0.029461,-0.052655999999999994
103,N/A,0.23479,0.210732,0.643738,0.17234000000000002,0.231839,0.257927,0.22063600000000003,-0.247731,0.185614
104,N/A,0.807926,-0.052441999999999996,0.082634,0.261718,0.564038,0.333428,-0.44977799999999996,-0.43482,0.429911
105,N/A,0.046362,0.210732,-1.052078,0.976743,0.10726500000000001,-0.006326,-0.193262,0.562987,0.223816
106,N/A,-0.189174,0.24629600000000001,-1.223587,0.08296100000000001,0.190314,0.069175,1.559639,0.001721,0.280499
107,N/A,0.038511000000000004,0.42056000000000004,3.9871519999999996,0.17234000000000002,1.643684,0.6354310000000001,1.802545,1.9661540000000002,1.229745
108,N/A,0.30545100000000003,0.036468,-0.41038,0.261718,-1.802878,0.295677,0.43705900000000003,1.24898,-1.6591470000000001
109,N/A,0.06991499999999999,0.338762,-1.2960040000000002,0.261718,-1.678304,0.220177,-1.981712,-0.9649049999999999,-1.5136049999999999
110,N/A,-0.49537,0.111153,0.334258,0.976743,-0.9723809999999999,-1.403091,-0.591258,0.438262,0.019699
111,N/A,0.022808000000000002,0.157386,-0.771451,0.261718,2.9309540000000003,0.899684,-1.89178,-2.118619,2.144741
112,N/A,-0.275537,0.41700299999999996,0.813815,0.261718,0.356414,0.446679,0.49499499999999996,0.219991,0.176403
113,N/A,-0.20487600000000003,0.32098000000000004,-0.694588,0.261718,-0.058835000000000005,0.408929,-0.395629,-0.559546,-0.17252
114,N/A,-0.197025,0.530808,1.1462709999999998,0.708609,-0.8062819999999999,-1.2898399999999999,0.698993,0.531806,0.133295
115,N/A,0.030659,0.335206,-2.318136,-4.654081,-0.847807,0.6354310000000001,-0.908603,-0.247731,-0.950908
116,N/A,-0.20487600000000003,-3.075385,0.47103599999999995,1.0661209999999999,-0.058835000000000005,-1.063338,1.480948,1.9349720000000001,0.763609
117,N/A,-0.314793,0.086258,-1.3378370000000002,0.976743,-1.2630549999999998,-1.667344,0.683654,1.810246,-0.108556
118,N/A,0.36040900000000003,0.139604,0.299019,-0.095795,-0.183409,0.748682,0.992049,0.812439,-0.440747
119,N/A,0.242641,-0.045329,-0.44415699999999997,0.261718,0.024215,0.6354310000000001,0.965159,0.251173,-0.200717
120,N/A,-2.426761,0.37077,0.77977,0.17234000000000002,0.730137,0.824183,-0.32557800000000003,0.032902,0.30291
121,N/A,-0.016447999999999997,0.288973,0.48374700000000004,0.17234000000000002,-0.183409,0.371178,1.1580700000000002,0.344717,-0.242006
122,N/A,-0.087108,0.299642,0.689629,0.261718,0.06573999999999999,0.144676,0.29956,0.219991,0.105724
123,N/A,0.36826,0.388552,0.915832,0.17234000000000002,0.314889,0.257927,0.71835,0.594169,0.24944499999999997
124,N/A,-0.448263,0.299642,1.407861,0.17234000000000002,0.231839,-1.1010879999999998,0.569026,1.342524,1.130664
125,N/A,-0.448263,0.438342,0.978909,0.261718,2.308081,0.069175,-1.1969610000000002,-0.87136,2.1860779999999997
126,N/A,0.321153,0.285416,-1.944952,-0.9001979999999999,-0.681707,-0.157328,1.021793,0.7500760000000001,-0.406968
127,N/A,-0.314793,0.086258,-1.3378370000000002,0.976743,-1.470679,-4.00787,-2.445119,-1.401445,-2.014472
128,N/A,0.705861,0.413447,2.004055,0.6192300000000001,1.145386,-1.5918430000000001,0.640203,1.311343,2.396464
129,N/A,-0.17347100000000001,0.285416,-0.775121,0.17234000000000002,0.024215,0.446679,0.592169,0.095265,-0.092679
130,N/A,-0.605286,0.5023569999999999,0.181368,0.17234000000000002,0.10726500000000001,0.333428,-0.630749,-0.8401790000000001,0.034129
131,N/A,-0.424709,0.089814,1.094532,0.261718,0.8962370000000001,0.220177,-0.294998,-0.247731,0.848622
132,N/A,-0.20487600000000003,0.424116,1.412158,0.261718,0.813187,0.069175,1.084389,0.157628,0.836988
133,N/A,-0.008597,-0.148465,0.8268840000000001,0.261718,2.017408,0.55993,-0.028152999999999997,-0.5283640000000001,1.594183
134,N/A,0.140576,0.228514,0.766134,-1.257711,0.273364,0.597681,0.962091,0.001721,0.035479000000000004
135,N/A,-0.511072,0.463236,0.710665,0.261718,-0.349509,0.295677,0.686353,0.781258,-0.380399
136,N/A,-0.16562000000000002,0.05425,-0.8919959999999999,0.976743,0.024215,-1.629594,0.062925,1.623157,1.232385
137,N/A,-0.24413200000000002,0.594823,1.592678,0.797987,0.397939,-1.025587,1.157371,1.591976,1.2780129999999998
138,N/A,-0.063555,0.44189799999999996,1.289493,0.261718,0.439463,-0.308329,0.151866,0.8748020000000001,0.7172810000000001
139,N/A,-0.448263,0.196506,-0.5280020000000001,0.976743,-1.1384809999999999,-1.365341,-0.10783399999999999,0.968347,-0.169543
140,N/A,-0.6523939999999999,0.5059130000000001,-1.24874,0.261718,-1.5537290000000001,0.371178,-2.312783,-1.307901,-1.476259
141,N/A,-0.126364,0.235627,0.176773,0.261718,-1.013906,0.257927,-3.468951,-3.459422,-0.928449
142,N/A,-0.189174,0.694403,0.974792,0.708609,-1.3461049999999999,-1.516343,-1.485415,-0.497183,-0.251602
143,N/A,0.258344,-0.12357,0.22830300000000003,0.08296100000000001,0.314889,0.7864329999999999,0.6199140000000001,0.344717,-0.032693
144,N/A,-0.534626,0.075589,-0.617039,0.17234000000000002,0.730137,0.182426,-0.550524,0.46944300000000005,0.681164
145,N/A,-0.448263,0.196506,-0.5280020000000001,0.976743,-1.3461049999999999,-1.2898399999999999,0.465775,1.342524,-0.429717
146,N/A,0.171981,0.21784499999999998,1.738109,0.261718,0.273364,0.333428,-0.7565029999999999,-1.2767190000000002,0.183528
147,N/A,-0.29909,0.068476,-0.58926,0.976743,-0.515608,-1.365341,-1.31555,0.001721,0.479554
148,N/A,-0.43256000000000006,0.349432,-1.029281,0.261718,-0.474083,0.408929,-0.009786,0.032902,-0.525687
149,N/A,0.22693899999999997,0.23918299999999998,-0.094813,0.17234000000000002,0.06573999999999999,-2.686605,-0.095777,-0.9649049999999999,-1.626478
150,N/A,-0.9978459999999999,0.356544,-0.026931999999999998,0.261718,0.273364,0.144676,-0.120978,0.500624,0.287721
151,N/A,0.171981,0.047137,0.268047,0.17234000000000002,0.024215,1.2016870000000002,0.657211,0.251173,-0.483916
152,N/A,-0.000745,-3.210528,-2.832246,0.261718,0.730137,0.446679,0.24325500000000003,0.282354,0.5077510000000001
153,N/A,-0.46396499999999996,0.338762,0.26578,0.261718,0.688613,0.295677,-0.874451,-0.341275,0.574874
154,N/A,-0.259834,0.050694,-0.755517,0.976743,0.231839,-1.1010879999999998,-0.098262,0.531806,1.058562
155,N/A,0.572391,0.050694,-0.980138,-0.27455100000000005,-2.176602,0.144676,-1.256119,0.40708,-1.936451
156,N/A,-0.511072,0.463236,0.710665,0.261718,0.439463,3.013707,-0.5710270000000001,0.562987,-0.9352969999999999
157,N/A,-0.369751,0.278304,-0.659618,0.261718,0.397939,0.295677,-1.085613,-0.216549,0.315664
158,N/A,-0.03215,0.068476,-0.15165499999999998,-0.989576,-0.8062819999999999,0.144676,0.037937,0.064084,-0.691759
159,N/A,-0.6523939999999999,0.5059130000000001,-1.24874,0.261718,2.515706,0.484429,-1.8844020000000001,-1.744441,2.0825
160,N/A,0.20338499999999998,0.249852,-0.42306099999999996,0.261718,-1.055431,0.220177,0.523672,0.812439,-0.953765
161,N/A,-0.07925700000000001,0.23918299999999998,0.5669350000000001,0.261718,0.688613,-0.34608,0.19427,0.40708,0.9743930000000001
162,N/A,-0.157769,0.228514,-0.21136100000000002,0.261718,-0.22493400000000002,0.295677,-0.22844299999999998,0.064084,-0.245273
163,N/A,0.085618,0.278304,-1.3473549999999999,0.261718,-1.013906,0.484429,0.299171,-0.5283640000000001,-1.0365959999999999
164,N/A,-0.43256000000000006,0.11470899999999999,-0.8709600000000001,0.976743,-1.38763,-1.063338,-1.3269469999999999,0.812439,-0.6080479999999999
165,N/A,-0.000745,0.153829,0.9558450000000001,0.261718,-0.10036,-0.195078,0.791235,0.18880999999999998,0.152799
166,N/A,-0.369751,0.185837,-0.92264,0.976743,-0.391033,-1.893847,1.398355,2.028517,0.9827959999999999
167,N/A,-0.040001,0.303198,1.37665,0.17234000000000002,0.356414,0.182426,1.290969,1.716702,0.35281799999999996
168,N/A,-2.426761,0.011573,0.5402600000000001,0.976743,-1.512204,-1.2898399999999999,1.094601,2.028517,-0.594245
169,N/A,-0.212727,0.23206999999999997,0.807221,-1.0789549999999999,0.522513,0.673182,1.511916,0.905984,0.214329
170,N/A,0.077766,0.11826500000000001,0.275805,0.261718,-0.432558,0.257927,0.214481,0.064084,-0.385691
171,N/A,0.2976,-3.210528,-0.5835899999999999,-0.721442,-0.30798400000000004,0.710932,1.051693,0.594169,-0.533994
172,N/A,-0.424709,0.089814,1.094532,0.261718,2.266557,0.748682,-2.006486,-1.370264,1.676219
173,N/A,-0.220579,-3.210528,1.071885,0.261718,-1.22153,-2.573354,1.293978,-0.777816,-1.24034
174,N/A,-0.620989,0.491688,-2.053711,-0.006417,-0.598658,0.220177,1.06806,0.344717,-0.552438
175,N/A,-0.251983,0.125378,-2.1238599999999996,0.976743,-0.9723809999999999,-0.8745850000000001,1.230742,0.687713,-0.290034
176,N/A,-0.534626,0.075589,-0.617039,0.17234000000000002,3.055529,0.824183,-1.369039,-0.715453,2.346375
177,N/A,0.69801,0.022241999999999998,0.912997,0.261718,-0.01731,0.295677,0.518934,-0.216549,-0.063265
178,N/A,0.313302,0.139604,0.295528,0.261718,0.06573999999999999,0.031425,0.173573,0.001721,0.179562
179,N/A,0.014957,-0.052441999999999996,0.98795,0.261718,0.273364,0.6354310000000001,0.650415,0.219991,0.021784
180,N/A,-0.20487600000000003,0.456124,-0.099826,0.17234000000000002,-0.681707,-0.006326,0.42867200000000005,0.7500760000000001,-0.49999799999999994
181,N/A,0.06991499999999999,0.24629600000000001,0.52355,0.261718,-0.30798400000000004,-0.081827,0.46439600000000003,0.531806,-0.115934
182,N/A,-0.024299,-1.681275,0.307284,0.261718,0.314889,0.371178,1.255147,0.843621,0.193715
183,N/A,0.077766,0.299642,-0.693335,0.261718,0.564038,0.220177,0.981778,0.064084,0.507245
184,N/A,-0.071406,0.537921,-1.178561,0.261718,0.647088,0.52218,-0.401764,0.095265,0.424281
185,N/A,0.109171,0.22495700000000002,-1.411178,0.261718,-0.515608,0.295677,0.925104,0.656532,-0.493753
186,N/A,0.077766,0.342319,-0.12859,0.261718,-0.432558,0.182426,-0.631215,0.251173,-0.36439
187,N/A,-0.024299,0.562816,-1.8813669999999998,0.08296100000000001,4.342798999999999,0.144676,-1.171235,-3.054063,3.979604
188,N/A,0.09346900000000001,0.235627,1.206186,0.261718,0.439463,0.446679,0.897399,0.562987,0.267119
189,N/A,-0.511072,0.342319,0.170775,0.261718,2.141982,-0.044076,-1.037541,-0.996086,2.141088
190,N/A,0.28189699999999995,0.107596,0.73922,0.08296100000000001,1.477585,-0.044076,-0.643971,0.31353600000000004,1.5218770000000001
191,N/A,-0.071406,0.214288,0.9157420000000001,0.261718,0.8962370000000001,0.55993,-0.376873,-0.497183,0.6080369999999999
192,N/A,-0.620989,0.491688,-2.053711,-0.006417,1.311485,-3.026359,-1.8642880000000002,-3.4906040000000003,1.399385
193,N/A,0.007106,0.288973,0.592954,0.261718,-0.058835000000000005,0.484429,0.951917,0.7500760000000001,-0.194026
194,N/A,0.062064,0.17161099999999999,-0.420108,0.261718,-1.5952540000000002,-0.081827,0.364795,0.968347,-1.305232
195,N/A,-0.6523939999999999,0.384996,-1.6942220000000001,-0.185173,-0.557133,0.295677,-3.367351,-3.022882,-0.536694
196,N/A,-0.322644,0.310311,0.28729299999999997,0.261718,-0.432558,0.295677,0.89802,0.095265,-0.43535799999999997
197,N/A,-0.314793,0.449011,1.243006,0.797987,-0.01731,-1.1765889999999999,1.256293,2.558602,0.866439
198,N/A,0.650903,-0.023991,0.472826,0.261718,0.813187,0.106925,-0.8584139999999999,-0.466001,0.798882
199,N/A,0.580242,0.032912000000000004,-0.016668000000000002,0.261718,0.854712,0.031425,0.445486,0.219991,0.9136110000000001
200,N/A,-0.20487600000000003,0.456124,-0.099826,0.17234000000000002,-1.013906,0.446679,0.294919,0.095265,-1.023902
201,N/A,0.36040900000000003,0.096927,0.28618899999999997,0.17234000000000002,-0.14188399999999998,0.182426,0.483579,0.40708,-0.109376
202,N/A,-0.220579,0.24273899999999998,1.988271,0.17234000000000002,1.26996,-0.157328,0.928502,-0.060641999999999995,1.397866
203,N/A,-0.181323,0.23206999999999997,-0.893459,0.261718,-0.6401819999999999,-0.006326,-0.376738,-0.060641999999999995,-0.455165
204,N/A,0.117022,-0.17691600000000002,-0.620739,-1.168333,1.560634,0.55993,-0.293173,-1.2455379999999998,1.190553
205,N/A,0.109171,0.317424,-1.6582970000000001,-0.9001979999999999,-2.75795,-2.573354,-0.713653,-2.9605189999999997,-3.613838
206,N/A,2.880639,0.44189799999999996,-0.295325,-4.9222150000000005,-1.38763,0.295677,0.35433000000000003,-3.178789,-1.288174
207,N/A,0.085618,0.310311,-2.167514,0.261718,-1.719828,0.144676,-1.050219,0.9371649999999999,-1.522562
208,N/A,-0.157769,0.043581,1.051505,0.17234000000000002,1.26996,0.6354310000000001,0.19353199999999998,0.62535,0.883774
209,N/A,-0.10281099999999999,0.360101,0.941284,0.17234000000000002,-0.058835000000000005,-0.044076,1.204725,0.812439,0.092765
210,N/A,0.007106,-0.315616,2.7913919999999997,-0.542686,1.477585,0.031425,1.80503,-0.497183,1.457948
211,N/A,-0.338346,0.047137,-0.0009720000000000001,0.976743,0.06573999999999999,-1.516343,-1.487687,0.31353600000000004,1.187227
212,N/A,-0.44041199999999997,0.26763400000000004,1.39515,0.261718,0.190314,0.069175,0.15487599999999999,-0.8089970000000001,0.25814899999999996
213,N/A,0.007106,1.348781,-1.2493969999999999,-0.185173,1.145386,-0.081827,0.42750699999999997,0.126447,1.22432
214,N/A,0.09346900000000001,0.235627,1.206186,0.261718,0.688613,0.673182,0.499946,0.438262,0.37299899999999997
215,N/A,0.289748,0.207175,-0.007298000000000001,0.17234000000000002,1.103861,0.52218,-1.116096,-0.466001,0.805802
216,N/A,-0.189174,0.029355000000000003,0.763359,0.887365,-0.22493400000000002,-0.799085,3.066643,2.465057,0.39037
217,N/A,-0.09496,0.182281,-1.9810849999999998,0.6192300000000001,-3.090148,-1.403091,0.25172,2.371513,-2.175974
218,N/A,-0.189174,0.029355000000000003,0.763359,0.887365,-0.14188399999999998,-1.667344,1.2965790000000001,1.747883,1.12859
